-1.039829 0.990000 0.000001 0.118046
-0.932035 0.990000 0.000001 0.140130
-0.835645 0.990000 0.000001 0.163440
-0.748079 0.990000 0.000001 0.188073
-0.667474 0.990000 0.000001 0.214165
-0.592484 0.990000 0.000001 0.241864
-0.522125 0.990000 0.000001 0.271324
-0.455672 0.990000 0.000001 0.302695
-0.392576 0.990000 0.000001 0.336121
-0.332416 0.990000 0.000001 0.371739
-0.274855 0.990000 0.000001 0.409677
-0.219621 0.990000 0.000001 0.450051
-0.166485 0.990000 0.000001 0.492967
-0.115254 0.990000 0.000001 0.538520
-0.065757 0.990000 0.000001 0.586792
-0.017848 0.990000 0.000001 0.637854
0.028606 0.990000 0.000001 0.691762
0.073720 0.990000 0.000001 0.748563
0.117599 0.990000 0.000001 0.808288
0.160334 0.990000 0.000001 0.870956
0.202006 0.990000 0.000001 0.936574
0.242688 0.990000 0.000001 1.005134
0.282444 0.990000 0.000001 1.076619
0.321330 0.990000 0.000001 1.150998
0.359394 0.990000 0.000001 1.228228
0.396681 0.990000 0.000001 1.308256
0.433226 0.990000 0.000001 1.391019
0.469063 0.990000 0.000001 1.476442
-0.874778 0.490000 0.000001 0.042305
-0.676649 0.490000 0.000001 0.066147
-0.528416 0.490000 0.000001 0.092637
-0.407476 0.490000 0.000001 0.122331
-0.303173 0.490000 0.000001 0.156083
-0.210178 0.490000 0.000001 0.194734
-0.125542 0.490000 0.000001 0.239029
-0.047420 0.490000 0.000001 0.289603
0.025475 0.490000 0.000001 0.346970
0.094096 0.490000 0.000001 0.411519
0.159169 0.490000 0.000001 0.483504
0.221250 0.490000 0.000001 0.563046
0.280756 0.490000 0.000001 0.650134
0.337998 0.490000 0.000001 0.744624
0.393204 0.490000 0.000001 0.846255
0.446535 0.490000 0.000001 0.954657
0.498107 0.490000 0.000001 1.069364
0.548000 0.490000 0.000001 1.189835
0.596269 0.490000 0.000001 1.315469
0.642951 0.490000 0.000001 1.445626
0.688077 0.490000 0.000001 1.579639
0.731668 0.490000 0.000001 1.716838
0.773747 0.490000 0.000001 1.856559
0.814334 0.490000 0.000001 1.998159
0.853452 0.490000 0.000001 2.141029
0.891130 0.490000 0.000001 2.284596
0.927396 0.490000 0.000001 2.428337
0.962285 0.490000 0.000001 2.571775
0.995833 0.490000 0.000001 2.714487
1.028081 0.490000 0.000001 2.856101
1.059070 0.490000 0.000001 2.996296
1.088847 0.490000 0.000001 3.134800
1.117455 0.490000 0.000001 3.271388
1.144944 0.490000 0.000001 3.405875
1.171360 0.490000 0.000001 3.538118
0.125503 -0.010000 0.000001 0.019703
0.458997 -0.010000 0.000001 0.439573
0.559204 -0.010000 0.000001 0.658603
0.628658 -0.010000 0.000001 0.835701
0.683216 -0.010000 0.000001 0.989338
0.728907 -0.010000 0.000001 1.127835
0.768655 -0.010000 0.000001 1.255605
0.804105 -0.010000 0.000001 1.375283
0.836283 -0.010000 0.000001 1.488585
0.865874 -0.010000 0.000001 1.596700
0.893358 -0.010000 0.000001 1.700487
0.919090 -0.010000 0.000001 1.800594
0.943336 -0.010000 0.000001 1.897521
0.966304 -0.010000 0.000001 1.991666
0.988157 -0.010000 0.000001 2.083348
1.009031 -0.010000 0.000001 2.172831
1.029033 -0.010000 0.000001 2.260334
1.048256 -0.010000 0.000001 2.346044
1.066775 -0.010000 0.000001 2.430118
1.084656 -0.010000 0.000001 2.512693
1.101955 -0.010000 0.000001 2.593886
1.118720 -0.010000 0.000001 2.673802
1.134995 -0.010000 0.000001 2.752530
1.150815 -0.010000 0.000001 2.830153
1.166215 -0.010000 0.000001 2.906743
1.181223 -0.010000 0.000001 2.982363
1.195865 -0.010000 0.000001 3.057072
1.210165 -0.010000 0.000001 3.130923
1.224143 -0.010000 0.000001 3.203962
1.237819 -0.010000 0.000001 3.276234
1.251210 -0.010000 0.000001 3.347779
1.264332 -0.010000 0.000001 3.418632
1.277200 -0.010000 0.000001 3.488827
1.289825 -0.010000 0.000001 3.558394
1.302221 -0.010000 0.000001 3.627363
1.314399 -0.010000 0.000001 3.695760
1.326369 -0.010000 0.000001 3.763608
1.338140 -0.010000 0.000001 3.830932
1.349722 -0.010000 0.000001 3.897752
0.714143 -0.510000 0.000001 0.041967
0.714253 -0.510000 0.000001 0.093658
0.716335 -0.510000 0.000001 0.162228
0.724441 -0.510000 0.000001 0.246245
0.740002 -0.510000 0.000001 0.342077
0.760995 -0.510000 0.000001 0.443970
0.784320 -0.510000 0.000001 0.545581
0.807489 -0.510000 0.000001 0.641886
0.829120 -0.510000 0.000001 0.730207
0.848754 -0.510000 0.000001 0.810056
0.866486 -0.510000 0.000001 0.882351
0.882646 -0.510000 0.000001 0.948608
0.897611 -0.510000 0.000001 1.010404
0.911715 -0.510000 0.000001 1.069114
0.925226 -0.510000 0.000001 1.125829
0.938341 -0.510000 0.000001 1.181368
0.951201 -0.510000 0.000001 1.236321
0.963902 -0.510000 0.000001 1.291099
0.976509 -0.510000 0.000001 1.345981
0.989061 -0.510000 0.000001 1.401151
1.001582 -0.510000 0.000001 1.456723
1.014085 -0.510000 0.000001 1.512760
1.026574 -0.510000 0.000001 1.569295
1.039050 -0.510000 0.000001 1.626333
1.051510 -0.510000 0.000001 1.683868
1.063947 -0.510000 0.000001 1.741878
1.076355 -0.510000 0.000001 1.800337
1.088729 -0.510000 0.000001 1.859214
1.101060 -0.510000 0.000001 1.918477
1.113342 -0.510000 0.000001 1.978091
1.125569 -0.510000 0.000001 2.038022
1.137734 -0.510000 0.000001 2.098238
1.149833 -0.510000 0.000001 2.158704
1.161861 -0.510000 0.000001 2.219391
1.173813 -0.510000 0.000001 2.280270
1.185686 -0.510000 0.000001 2.341312
1.197476 -0.510000 0.000001 2.402492
1.004988 -1.010000 0.000001 0.051919
1.004988 -1.010000 0.000001 0.082800
1.004992 -1.010000 0.000001 0.119839
1.005049 -1.010000 0.000001 0.163006
1.005354 -1.010000 0.000001 0.212204
1.006293 -1.010000 0.000001 0.267208
1.008344 -1.010000 0.000001 0.327612
1.011901 -1.010000 0.000001 0.392784
1.017157 -1.010000 0.000001 0.461874
1.024080 -1.010000 0.000001 0.533853
1.032460 -1.010000 0.000001 0.607592
1.041982 -1.010000 0.000001 0.681955
1.052299 -1.010000 0.000001 0.755897
1.063085 -1.010000 0.000001 0.828531
1.074062 -1.010000 0.000001 0.899181
1.085016 -1.010000 0.000001 0.967388
1.095795 -1.010000 0.000001 1.032904
1.106304 -1.010000 0.000001 1.095653
1.116494 -1.010000 0.000001 1.155703
1.126347 -1.010000 0.000001 1.213214
1.135871 -1.010000 0.000001 1.268414
1.145086 -1.010000 0.000001 1.321559
1.154023 -1.010000 0.000001 1.372919
1.162715 -1.010000 0.000001 1.422758
1.171197 -1.010000 0.000001 1.471324
1.179502 -1.010000 0.000001 1.518844
1.187660 -1.010000 0.000001 1.565522
1.195697 -1.010000 0.000001 1.611537
1.203639 -1.010000 0.000001 1.657044
1.211506 -1.010000 0.000001 1.702178
1.219315 -1.010000 0.000001 1.747052
1.227080 -1.010000 0.000001 1.791762
1.234814 -1.010000 0.000001 1.836387
1.242528 -1.010000 0.000001 1.880995
1.250227 -1.010000 0.000001 1.925641
